episode,return,steps
598,-272.0,200
599,-326.0,200
600,-290.0,200
601,-272.0,200
602,-245.0,200
603,-281.0,200
604,-317.0,200
605,-281.0,200
606,-281.0,200
607,-281.0,200
608,-317.0,200
609,-263.0,200
610,-299.0,200
611,-281.0,200
612,-380.0,200
613,-263.0,200
614,-326.0,200
615,-290.0,200
616,-326.0,200
617,-272.0,200
618,-308.0,200
619,-308.0,200
620,-308.0,200
621,-41.0,44
622,-335.0,200
623,-326.0,200
624,-335.0,200
625,-335.0,200
626,-128.0,86
627,-281.0,200
628,-263.0,200
629,-193.0,142
630,-254.0,200
631,-272.0,200
632,-79.0,82
633,-245.0,200
634,-263.0,200
635,-176.0,152
636,-299.0,200
637,-272.0,200
638,-245.0,200
639,-281.0,200
640,-317.0,200
641,-274.0,196
642,-227.0,200
643,-254.0,200
644,-299.0,200
645,-281.0,200
646,-326.0,200
647,-290.0,200
648,-272.0,200
649,-255.0,195
650,-317.0,200
651,-308.0,200
652,-317.0,200
653,-290.0,200
654,-254.0,200
655,-290.0,200
656,-272.0,200
657,-228.0,132
658,-308.0,200
659,-308.0,200
660,-281.0,200
661,-272.0,200
662,-64.0,67
663,-317.0,200
664,-254.0,200
665,-272.0,200
666,-263.0,200
667,-254.0,200
668,-281.0,200
669,-335.0,200
670,-254.0,200
671,-245.0,200
672,-263.0,200
673,-281.0,200
674,-105.0,90
675,-353.0,200
676,-308.0,200
677,-254.0,200
678,-335.0,200
679,-344.0,200
680,-272.0,200
681,-290.0,200
682,-227.0,200
683,-215.0,182
684,-254.0,200
685,-290.0,200
686,-290.0,200
687,-290.0,200
688,-227.0,200
689,-272.0,200
690,-236.0,200
691,-344.0,200
692,-290.0,200
693,-245.0,200
694,-299.0,200
695,-299.0,200
696,-272.0,200
697,-198.0,165
698,-188.0,164
699,-142.0,100
700,-281.0,200
701,-299.0,200
702,-263.0,200
703,-299.0,200
704,-245.0,200
705,-304.0,199
706,-317.0,200
707,-326.0,200
708,-272.0,200
709,-299.0,200
710,-144.0,138
711,-290.0,200
712,-263.0,200
713,-227.0,200
714,-299.0,200
715,-335.0,200
716,-326.0,200
717,-281.0,200
718,-245.0,200
719,-308.0,200
720,-263.0,200
721,-290.0,200
722,-58.0,52
723,-317.0,200
724,-254.0,200
725,-299.0,200
726,-263.0,200
727,-290.0,200
728,-281.0,200
729,-254.0,200
730,-263.0,200
731,-299.0,200
732,-272.0,200
733,-164.0,122
734,-308.0,200
735,-317.0,200
736,-236.0,200
737,-254.0,200
738,-308.0,200
739,-263.0,200
740,-272.0,200
741,-308.0,200
742,-254.0,200
743,-272.0,200
744,-281.0,200
745,-263.0,200
746,-317.0,200
747,-290.0,200
748,-272.0,200
749,-167.0,107
750,-308.0,200
751,-299.0,200
752,-272.0,200
753,-281.0,200
754,-197.0,182
755,-299.0,200
756,-308.0,200
757,-362.0,200
758,-254.0,200
759,-254.0,200
760,-272.0,200
761,-272.0,200
762,-236.0,200
763,-263.0,200
764,-326.0,200
765,-290.0,200
766,-98.0,74
767,-326.0,200
768,-236.0,200
769,-245.0,200
770,-272.0,200
771,-75.0,87
772,-281.0,200
773,-308.0,200
774,-87.0,72
775,-308.0,200
776,-344.0,200
777,-299.0,200
778,-251.0,200
779,-299.0,200
780,-308.0,200
781,-236.0,200
782,-317.0,200
783,-245.0,200
784,-335.0,200
785,-299.0,200
786,-308.0,200
787,-263.0,200
788,-263.0,200
789,0.0,12
790,-290.0,200
791,-281.0,200
792,-254.0,200
793,-221.0,197
794,-281.0,200
795,-263.0,200
796,-272.0,200
797,-335.0,200
798,-272.0,200
799,-290.0,200
800,-114.0,90
801,-290.0,200
802,-254.0,200
803,-263.0,200
804,-317.0,200
805,-263.0,200
806,-254.0,200
807,-284.0,197
808,-272.0,200
809,-326.0,200
810,-272.0,200
811,-299.0,200
812,-308.0,200
813,-299.0,200
814,-299.0,200
815,-263.0,200
816,-362.0,200
817,-263.0,200
818,-299.0,200
819,-290.0,200
820,-290.0,200
821,-299.0,200
822,-263.0,200
823,-263.0,200
824,-308.0,200
825,-183.0,159
826,-281.0,200
827,-281.0,200
828,-308.0,200
829,-214.0,154
830,-299.0,200
831,-281.0,200
832,-254.0,200
833,-317.0,200
834,-317.0,200
835,-245.0,200
836,-290.0,200
837,-263.0,200
838,-245.0,200
839,-299.0,200
840,-64.0,49
841,-236.0,200
842,-281.0,200
843,-335.0,200
844,-290.0,200
845,-133.0,127
846,-263.0,200
847,-308.0,200
848,-281.0,200
849,-236.0,200
850,-281.0,200
851,-236.0,200
852,-281.0,200
853,-272.0,200
854,-317.0,200
855,-236.0,200
856,-205.0,154
857,-254.0,200
858,-254.0,200
859,-254.0,200
860,-281.0,200
861,-161.0,137
862,-281.0,200
863,-335.0,200
864,-317.0,200
865,-263.0,200
866,-254.0,200
867,-290.0,200
868,-281.0,200
869,-299.0,200
870,-254.0,200
871,-281.0,200
872,-290.0,200
873,-317.0,200
874,-281.0,200
875,-308.0,200
876,-272.0,200
877,-281.0,200
878,-29.0,32
879,-326.0,200
880,-280.0,184
881,-263.0,200
882,-272.0,200
883,-281.0,200
884,-81.0,75
885,-259.0,199
886,-272.0,200
887,-281.0,200
888,-326.0,200
889,-236.0,200
890,-263.0,200
891,-326.0,200
892,-308.0,200
893,-245.0,200
894,-272.0,200
895,-335.0,200
896,-308.0,200
897,-263.0,200
898,-272.0,200
899,-362.0,200
900,-241.0,190
901,-299.0,200
902,-272.0,200
903,-299.0,200
904,-281.0,200
905,-272.0,200
906,-263.0,200
907,-317.0,200
908,-263.0,200
909,-299.0,200
910,-308.0,200
911,-107.0,83
912,-290.0,200
913,-317.0,200
914,-167.0,143
915,-263.0,200
916,-272.0,200
917,-272.0,200
918,-263.0,200
919,-272.0,200
920,-142.0,109
921,-227.0,200
922,-263.0,200
923,-290.0,200
924,-326.0,200
925,-299.0,200
926,-263.0,200
927,-254.0,200
928,-281.0,200
929,-308.0,200
930,-290.0,200
931,-344.0,200
932,-308.0,200
933,-281.0,200
934,-299.0,200
935,-272.0,200
936,-236.0,200
937,-21.0,42
938,-183.0,168
939,-317.0,200
940,-272.0,200
941,-281.0,200
942,-245.0,200
943,-50.0,53
