episode,return,steps
1118,-22.0,25
1119,8.0,13
1120,-3.0,15
1121,-11.0,14
1122,-9.0,30
1123,4.0,17
1124,-123.0,99
1125,-36.0,30
1126,-33.0,36
1127,-24.0,27
1128,-1.0,13
1129,-16.0,19
1130,-17.0,29
1131,-40.0,34
1132,14.0,7
1133,7.0,14
1134,0.0,21
1135,7.0,14
1136,-27.0,30
1137,5.0,16
1138,6.0,15
1139,-2.0,14
1140,-13.0,16
1141,7.0,14
1142,-1.0,13
1143,2.0,19
1144,4.0,17
1145,8.0,13
1146,-2.0,14
1147,1.0,20
1148,-4.0,25
1149,-38.0,41
1150,-38.0,50
1151,-94.0,52
1152,-5.0,17
1153,-22.0,16
1154,9.0,12
1155,-8.0,20
1156,-67.0,43
1157,-2.0,14
1158,-28.0,22
1159,2.0,10
1160,12.0,9
1161,1.0,11
1162,-24.0,18
1163,0.0,12
1164,-6.0,18
1165,1.0,11
1166,10.0,11
1167,-24.0,27
1168,-8.0,20
1169,9.0,12
1170,12.0,9
1171,-10.0,13
1172,-60.0,54
1173,-36.0,39
1174,-14.0,26
1175,-3.0,15
1176,3.0,18
1177,9.0,12
1178,-11.0,14
1179,-1.0,13
1180,-6.0,18
1181,-1.0,13
1182,0.0,12
1183,-21.0,24
1184,-6.0,18
1185,9.0,12
1186,-1.0,13
1187,-8.0,20
1188,-28.0,40
1189,9.0,12
1190,0.0,12
1191,-39.0,33
1192,6.0,15
1193,-3.0,15
1194,4.0,8
1195,14.0,7
1196,1.0,11
1197,-7.0,19
1198,-24.0,36
1199,-28.0,40
1200,-22.0,25
1201,0.0,12
1202,8.0,13
1203,-35.0,29
1204,-7.0,28
1205,12.0,9
1206,-6.0,18
1207,7.0,14
1208,10.0,11
1209,-40.0,25
1210,0.0,21
1211,-36.0,21
1212,6.0,15
1213,-46.0,31
1214,13.0,8
1215,7.0,14
1216,3.0,18
1217,-14.0,17
1218,10.0,11
1219,-22.0,25
1220,-20.0,32
1221,-71.0,56
1222,-3.0,15
1223,-23.0,17
1224,-5.0,17
1225,-10.0,13
1226,-54.0,57
1227,-10.0,22
1228,-4.0,16
1229,12.0,9
1230,3.0,18
1231,-28.0,22
1232,-22.0,25
1233,9.0,12
1234,9.0,12
1235,-4.0,16
1236,3.0,9
1237,-12.0,33
1238,-3.0,15
1239,4.0,8
1240,-20.0,32
1241,10.0,11
1242,-9.0,21
1243,-47.0,50
1244,-39.0,42
1245,-4.0,16
1246,-51.0,36
1247,-44.0,20
1248,-74.0,50
1249,-2.0,23
1250,-20.0,32
1251,9.0,12
1252,11.0,10
1253,15.0,6
1254,-4.0,16
1255,7.0,14
1256,-9.0,21
1257,-32.0,26
1258,7.0,14
1259,-1.0,22
1260,-29.0,23
1261,2.0,19
1262,-9.0,12
1263,3.0,18
1264,3.0,9
1265,-45.0,48
1266,-3.0,15
1267,-18.0,21
1268,-18.0,30
1269,11.0,10
1270,7.0,14
1271,-64.0,49
1272,-2.0,14
1273,7.0,14
1274,-8.0,20
1275,-29.0,23
1276,-57.0,51
1277,-7.0,19
1278,-17.0,20
1279,-7.0,19
1280,-43.0,28
1281,-61.0,55
1282,2.0,19
1283,-3.0,15
1284,3.0,9
1285,-24.0,18
1286,-30.0,33
1287,5.0,16
1288,-12.0,15
1289,0.0,12
1290,-21.0,33
1291,-40.0,34
1292,7.0,14
1293,-34.0,28
1294,-8.0,20
1295,6.0,15
1296,4.0,17
1297,-17.0,20
1298,-12.0,24
1299,9.0,12
1300,8.0,13
1301,1.0,11
1302,-51.0,45
1303,-2.0,23
1304,-19.0,22
1305,8.0,13
1306,7.0,14
1307,-26.0,29
1308,6.0,15
1309,6.0,15
1310,-18.0,21
1311,-47.0,32
1312,9.0,12
1313,6.0,15
1314,-16.0,19
1315,9.0,12
1316,-11.0,23
1317,6.0,15
1318,4.0,17
1319,-12.0,15
1320,-17.0,20
1321,-36.0,39
1322,-12.0,15
1323,-13.0,16
1324,12.0,9
1325,-37.0,22
1326,11.0,10
1327,-14.0,17
1328,-22.0,34
1329,9.0,12
1330,7.0,14
1331,-16.0,28
1332,12.0,9
1333,-23.0,26
1334,-16.0,19
1335,9.0,12
1336,8.0,13
1337,7.0,14
1338,11.0,10
1339,-49.0,34
1340,-30.0,33
1341,-16.0,19
1342,-16.0,19
1343,-18.0,12
1344,6.0,15
1345,-5.0,17
1346,-55.0,49
1347,-26.0,29
1348,3.0,18
1349,-4.0,16
1350,-70.0,64
1351,-2.0,14
1352,-26.0,29
1353,-2.0,14
1354,-14.0,26
1355,-27.0,21
1356,-9.0,21
1357,5.0,16
1358,6.0,15
1359,-4.0,16
1360,-30.0,24
1361,5.0,16
1362,5.0,16
1363,-19.0,22
1364,-41.0,35
1365,-3.0,15
1366,-15.0,18
1367,-2.0,14
1368,-24.0,36
1369,5.0,16
1370,-17.0,20
1371,12.0,9
1372,-58.0,43
1373,-10.0,13
1374,-15.0,18
1375,-5.0,17
1376,-69.0,45
1377,11.0,10
1378,-10.0,22
1379,12.0,9
1380,-67.0,43
1381,7.0,14
1382,-1.0,13
1383,-6.0,18
1384,-9.0,21
1385,-7.0,19
1386,1.0,11
1387,-10.0,22
1388,-1.0,22
1389,-65.0,50
1390,8.0,13
1391,4.0,17
1392,-10.0,13
1393,-18.0,12
1394,7.0,14
1395,-27.0,30
1396,0.0,12
1397,3.0,18
1398,11.0,10
1399,-13.0,16
1400,-1.0,13
1401,13.0,8
1402,-20.0,32
1403,7.0,14
1404,1.0,11
1405,-4.0,16
1406,-35.0,29
1407,8.0,13
1408,-34.0,28
1409,-1.0,13
1410,-9.0,12
1411,-6.0,18
1412,-10.0,22
1413,-15.0,18
1414,7.0,14
1415,-5.0,17
1416,-1.0,13
1417,6.0,15
1418,-2.0,14
1419,4.0,17
1420,-1.0,22
1421,-22.0,34
1422,-46.0,31
1423,-10.0,13
1424,3.0,18
1425,-2.0,14
1426,-34.0,28
1427,-15.0,18
1428,-18.0,21
1429,-19.0,22
1430,-54.0,57
1431,-59.0,35
1432,-8.0,20
1433,7.0,14
1434,-8.0,20
1435,-80.0,56
1436,-10.0,22
1437,-2.0,14
1438,5.0,16
1439,-57.0,42
1440,12.0,9
1441,-65.0,50
1442,-5.0,17
1443,-20.0,23
1444,-17.0,29
1445,-16.0,19
1446,6.0,15
1447,-5.0,17
1448,0.0,12
1449,-3.0,15
1450,7.0,14
1451,-16.0,19
1452,-9.0,21
1453,-8.0,20
1454,2.0,10
1455,-13.0,25
1456,-13.0,16
1457,-69.0,45
1458,0.0,12
1459,-5.0,17
1460,-9.0,21
1461,8.0,13
1462,-26.0,29
1463,-18.0,21
1464,7.0,14
1465,-17.0,29
1466,-14.0,26
1467,3.0,18
1468,-15.0,18
1469,7.0,14
1470,-8.0,29
1471,-10.0,22
1472,-36.0,39
1473,0.0,12
1474,9.0,12
1475,2.0,10
1476,7.0,14
1477,-3.0,15
1478,0.0,12
1479,-4.0,16
1480,6.0,15
1481,8.0,13
1482,-1.0,22
1483,4.0,17
1484,0.0,12
1485,7.0,14
1486,-6.0,9
1487,-5.0,17
1488,-14.0,17
1489,-14.0,17
1490,4.0,17
1491,-20.0,23
1492,-11.0,23
1493,-12.0,15
1494,-12.0,24
1495,-26.0,20
1496,12.0,9
1497,-12.0,24
1498,-6.0,18
1499,-24.0,27
1500,-41.0,35
1501,-6.0,18
1502,-4.0,16
1503,-24.0,18
1504,-3.0,15
1505,-1.0,13
1506,-26.0,29
1507,12.0,9
1508,9.0,12
1509,-34.0,28
1510,8.0,13
1511,10.0,11
1512,-12.0,24
1513,-9.0,30
1514,5.0,16
1515,11.0,10
1516,-20.0,23
1517,-20.0,23
1518,4.0,17
1519,10.0,11
1520,-4.0,16
1521,-3.0,15
1522,-29.0,32
1523,6.0,15
1524,-1.0,13
